mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	I/mA	cycle number	I Range	P/W	
2	1	0	0	0	0.000000000000000E+000	-5.0356394E-001	-5.0391197E-001	3.5166420E-005	1.000000000000000E+000	13	-1.7720780E-008
2	1	0	1	0	9.999999747378752E-004	-5.0306380E-001	-5.0370210E-001	5.3458218E-004	1.000000000000000E+000	13	-2.6927017E-007
2	1	0	0	0	1.999999949475750E-003	-5.0246358E-001	-5.0305343E-001	5.5366813E-004	1.000000000000000E+000	13	-2.7852465E-007
2	1	0	1	0	2.999999924213625E-003	-5.0196338E-001	-5.0232840E-001	6.3955493E-004	1.000000000000000E+000	13	-3.2126661E-007
2	1	0	0	0	3.999999898951501E-003	-5.0136316E-001	-5.0190866E-001	6.3828257E-004	1.000000000000000E+000	13	-3.2035956E-007
2	1	0	1	0	4.999999873689376E-003	-5.0096303E-001	-5.0139350E-001	4.4615057E-004	1.000000000000000E+000	13	-2.2369700E-007
2	1	0	0	0	5.999999848427251E-003	-5.0046283E-001	-5.0084025E-001	6.7009247E-004	1.000000000000000E+000	13	-3.3560929E-007
2	1	0	1	0	6.999999823165126E-003	-5.0006270E-001	-5.0030601E-001	6.7772681E-004	1.000000000000000E+000	13	-3.3907079E-007
2	1	0	0	0	7.999999797903001E-003	-4.9976259E-001	-5.0022966E-001	3.9080138E-004	1.000000000000000E+000	13	-1.9549044E-007
2	1	0	1	0	8.999999772640876E-003	-4.9956250E-001	-4.9984810E-001	3.8062216E-004	1.000000000000000E+000	13	-1.9025326E-007
2	1	0	0	0	9.999999747378752E-003	-4.9936244E-001	-4.9986717E-001	3.6280861E-004	1.000000000000000E+000	13	-1.8135611E-007
2	1	0	1	0	1.099999972211663E-002	-4.9926239E-001	-4.9952376E-001	2.2442449E-005	1.000000000000000E+000	13	-1.1210536E-008
2	1	0	0	0	1.199999969685450E-002	-4.9926239E-001	-4.9961916E-001	1.0354678E-005	1.000000000000000E+000	13	-5.1733955E-009
2	1	0	1	0	1.299999967159238E-002	-4.9926239E-001	-4.9979088E-001	7.6519318E-005	1.000000000000000E+000	13	-3.8243655E-008
2	0	0	0	0	1.399999964633025E-002	-4.9936244E-001	-4.9986717E-001	-5.3901364E-005	1.000000000000000E+000	13	2.6943523E-008
2	0	0	1	0	1.499999962106813E-002	-4.9956250E-001	-4.9992442E-001	-3.4655264E-004	1.000000000000000E+000	13	1.7325013E-007
2	0	0	0	0	1.599999959580600E-002	-4.9986261E-001	-5.0032508E-001	-3.7772633E-004	1.000000000000000E+000	13	1.8898596E-007
2	0	0	1	0	1.699999957054388E-002	-5.0026274E-001	-5.0049680E-001	-4.6806654E-004	1.000000000000000E+000	13	2.3426581E-007
2	0	0	0	0	1.799999954528175E-002	-5.0066292E-001	-5.0116456E-001	-6.3665910E-004	1.000000000000000E+000	13	3.1907098E-007
2	0	0	1	0	1.899999952001963E-002	-5.0116307E-001	-5.0148892E-001	-5.9975957E-004	1.000000000000000E+000	13	3.0077280E-007
2	0	0	0	0	1.999999949475750E-002	-5.0166327E-001	-5.0211853E-001	-6.7355856E-004	1.000000000000000E+000	13	3.3820623E-007
2	0	0	1	0	2.099999946949538E-002	-5.0226349E-001	-5.0261462E-001	-9.8465965E-004	1.000000000000000E+000	13	4.9490433E-007
2	0	0	0	0	2.199999944423325E-002	-5.0286371E-001	-5.0343502E-001	-7.2699931E-004	1.000000000000000E+000	13	3.6599690E-007
2	0	0	1	0	2.299999941897113E-002	-5.0346392E-001	-5.0375938E-001	-6.3093333E-004	1.000000000000000E+000	13	3.1783858E-007
2	0	0	0	0	2.399999939370900E-002	-5.0416416E-001	-5.0446528E-001	-8.7396108E-004	1.000000000000000E+000	13	4.4088301E-007
2	0	0	1	0	2.499999936844688E-002	-5.0486445E-001	-5.0534296E-001	-1.0126524E-003	1.000000000000000E+000	13	5.1173674E-007
2	0	0	0	0	2.599999934318475E-002	-5.0556469E-001	-5.0608706E-001	-8.4278733E-004	1.000000000000000E+000	13	4.2652377E-007
2	0	0	1	0	2.699999931792263E-002	-5.0616491E-001	-5.0673574E-001	-8.4978557E-004	1.000000000000000E+000	13	4.3061672E-007
2	0	0	0	0	2.799999929266050E-002	-5.0686514E-001	-5.0728905E-001	-9.2294835E-004	1.000000000000000E+000	13	4.6820159E-007
2	0	0	1	0	2.899999926739838E-002	-5.0746536E-001	-5.0795680E-001	-8.7332493E-004	1.000000000000000E+000	13	4.4361133E-007
2	0	0	0	0	2.999999924213625E-002	-5.0806558E-001	-5.0851011E-001	-8.8859361E-004	1.000000000000000E+000	13	4.5185882E-007
2	0	0	1	0	3.099999921687413E-002	-5.0856578E-001	-5.0898713E-001	-7.3463365E-004	1.000000000000000E+000	13	3.7391908E-007
2	0	0	0	0	3.199999919161201E-002	-5.0906599E-001	-5.0961673E-001	-7.7280559E-004	1.000000000000000E+000	13	3.9383465E-007
2	0	0	1	0	3.299999916634988E-002	-5.0946611E-001	-5.0990289E-001	-4.0635528E-004	1.000000000000000E+000	13	2.0720174E-007
2	0	0	0	0	3.399999914108776E-002	-5.0986624E-001	-5.1028448E-001	-6.6083460E-004	1.000000000000000E+000	13	3.3721363E-007
2	0	0	1	0	3.499999911582563E-002	-5.1006633E-001	-5.1045620E-001	-3.8854172E-004	1.000000000000000E+000	13	1.9833354E-007
2	0	0	0	0	3.599999909056351E-002	-5.1036644E-001	-5.1074243E-001	-4.7506468E-004	1.000000000000000E+000	13	2.4263568E-007
2	0	0	1	0	3.699999906530138E-002	-5.1046646E-001	-5.1104766E-001	-4.4261856E-004	1.000000000000000E+000	13	2.2619918E-007
2	0	0	0	0	3.799999904003926E-002	-5.1046646E-001	-5.1114309E-001	-2.0976996E-004	1.000000000000000E+000	13	1.0722247E-007
2	0	0	1	0	3.899999901477713E-002	-5.1046646E-001	-5.1095229E-001	-1.3597097E-004	1.000000000000000E+000	13	6.9474680E-008
2	0	0	0	0	3.999999898951501E-002	-5.1036644E-001	-5.1100951E-001	-3.6416873E-006	1.000000000000000E+000	13	1.8609368E-009
2	1	0	1	0	4.099999896425288E-002	-5.1016635E-001	-5.1060885E-001	1.3823056E-004	1.000000000000000E+000	13	-7.0581748E-008
2	1	0	0	0	4.199999893899076E-002	-5.0996631E-001	-5.1041806E-001	1.7067669E-004	1.000000000000000E+000	13	-8.7116469E-008
2	1	0	1	0	4.299999891372863E-002	-5.0956613E-001	-5.0999832E-001	4.2197510E-004	1.000000000000000E+000	13	-2.1520660E-007
2	1	0	0	0	4.399999888846651E-002	-5.0926602E-001	-5.0961673E-001	3.0745936E-004	1.000000000000000E+000	13	-1.5668643E-007
2	1	0	1	0	4.499999886320438E-002	-5.0876588E-001	-5.0933051E-001	5.7593506E-004	1.000000000000000E+000	13	-2.9334129E-007
2	1	0	0	0	4.599999883794226E-002	-5.0826567E-001	-5.0866276E-001	6.4400834E-004	1.000000000000000E+000	13	-3.2758305E-007
2	1	0	1	0	4.699999881268013E-002	-5.0776547E-001	-5.0809038E-001	6.3064817E-004	1.000000000000000E+000	13	-3.2042627E-007
2	1	0	0	0	4.799999878741801E-002	-5.0726533E-001	-5.0780421E-001	6.2046899E-004	1.000000000000000E+000	13	-3.1507676E-007
2	1	0	1	0	4.899999876215588E-002	-5.0666511E-001	-5.0707918E-001	7.5534306E-004	1.000000000000000E+000	13	-3.8301874E-007
2	1	0	0	0	4.999999873689376E-002	-5.0606489E-001	-5.0665945E-001	9.2966144E-004	1.000000000000000E+000	13	-4.7102176E-007
2	1	0	1	0	5.099999871163163E-002	-5.0556469E-001	-5.0601071E-001	6.1537942E-004	1.000000000000000E+000	13	-3.1138859E-007
2	1	0	0	0	5.199999868636951E-002	-5.0496447E-001	-5.0534296E-001	6.1474321E-004	1.000000000000000E+000	13	-3.1065616E-007
2	1	0	1	0	5.299999866110738E-002	-5.0446427E-001	-5.0492322E-001	6.2937581E-004	1.000000000000000E+000	13	-3.1778646E-007
2	1	0	0	0	5.399999863584526E-002	-5.0386405E-001	-5.0387383E-001	6.5418752E-004	1.000000000000000E+000	13	-3.2962797E-007
2	1	0	1	0	5.499999861058313E-002	-5.0346392E-001	-5.0379753E-001	4.5632981E-004	1.000000000000000E+000	13	-2.2989784E-007
2	1	0	0	0	5.599999858532101E-002	-5.0296372E-001	-5.0330144E-001	6.7327352E-004	1.000000000000000E+000	13	-3.3885954E-007
2	1	0	1	0	5.699999856005888E-002	-5.0256360E-001	-5.0299621E-001	7.9160638E-004	1.000000000000000E+000	13	-3.9817502E-007
2	1	0	0	0	5.799999853479676E-002	-5.0226349E-001	-5.0276721E-001	4.3788005E-004	1.000000000000000E+000	13	-2.2015173E-007
2	1	0	1	0	5.899999850953463E-002	-5.0206339E-001	-5.0246197E-001	3.9016514E-004	1.000000000000000E+000	13	-1.9604315E-007
2	1	0	0	0	5.999999848427251E-002	-5.0186336E-001	-5.0229025E-001	4.2579227E-004	1.000000000000000E+000	13	-2.1387130E-007
2	1	0	1	0	6.099999845901039E-002	-5.0176328E-001	-5.0209945E-001	1.0642064E-004	1.000000000000000E+000	13	-5.3433745E-008
2	1	0	0	0	6.199999843374826E-002	-5.0176328E-001	-5.0208038E-001	3.8347407E-005	1.000000000000000E+000	13	-1.9253481E-008
2	1	0	1	0	6.299999840848614E-002	-5.0176328E-001	-5.0230932E-001	1.7352859E-005	1.000000000000000E+000	13	-8.7165031E-009
2	0	0	0	0	6.399999838322401E-002	-5.0186336E-001	-5.0221395E-001	-7.1714916E-005	1.000000000000000E+000	13	3.6016232E-008
2	0	0	1	0	6.499999835796189E-002	-5.0206339E-001	-5.0251919E-001	-2.4603331E-004	1.000000000000000E+000	13	1.2363645E-007
2	0	0	0	0	6.599999833269976E-002	-5.0236350E-001	-5.0284356E-001	-2.9883775E-004	1.000000000000000E+000	13	1.5026863E-007
2	0	0	1	0	6.699999830743764E-002	-5.0276369E-001	-5.0312972E-001	-4.1462586E-004	1.000000000000000E+000	13	2.0861059E-007
2	0	0	0	0	6.799999828217551E-002	-5.0316381E-001	-5.0360674E-001	-6.1057491E-004	1.000000000000000E+000	13	3.0748964E-007
2	0	0	1	0	6.899999825691339E-002	-5.0366402E-001	-5.0406462E-001	-5.9848721E-004	1.000000000000000E+000	13	3.0167624E-007
2	0	0	0	0	6.999999823165126E-002	-5.0416416E-001	-5.0478965E-001	-6.6719664E-004	1.000000000000000E+000	13	3.3679396E-007
2	0	0	1	0	7.099999820638914E-002	-5.0476438E-001	-5.0517124E-001	-9.9102163E-004	1.000000000000000E+000	13	5.0063562E-007
2	0	0	0	0	7.199999818112701E-002	-5.0536460E-001	-5.0581992E-001	-7.9507247E-004	1.000000000000000E+000	13	4.0216349E-007
2	0	0	1	0	7.299999815586489E-002	-5.0596482E-001	-5.0637323E-001	-6.2139035E-004	1.000000000000000E+000	13	3.1465544E-007
2	0	0	0	0	7.399999813060276E-002	-5.0666511E-001	-5.0711733E-001	-1.0336469E-003	1.000000000000000E+000	13	5.2418022E-007
2	0	0	1	0	7.499999810534064E-002	-5.0736535E-001	-5.0772786E-001	-9.7257184E-004	1.000000000000000E+000	13	4.9380185E-007
2	0	0	0	0	7.599999808007851E-002	-5.0806558E-001	-5.0847197E-001	-8.8859361E-004	1.000000000000000E+000	13	4.5182495E-007
2	0	0	1	0	7.699999805481639E-002	-5.0866580E-001	-5.0915885E-001	-8.2179287E-004	1.000000000000000E+000	13	4.1842310E-007
2	0	0	0	0	7.799999802955426E-002	-5.0936610E-001	-5.1015097E-001	-9.2740171E-004	1.000000000000000E+000	13	4.7311488E-007
2	0	0	1	0	7.899999800429214E-002	-5.0996631E-001	-5.1034176E-001	-8.2751864E-004	1.000000000000000E+000	13	4.2231733E-007
2	0	0	0	0	7.999999797903001E-002	-5.1056653E-001	-5.1120031E-001	-8.5678371E-004	1.000000000000000E+000	13	4.3798809E-007
2	0	0	1	0	8.099999795376789E-002	-5.1106668E-001	-5.1160097E-001	-7.7216933E-004	1.000000000000000E+000	13	3.9504258E-007
2	0	0	0	0	8.199999792850576E-002	-5.1156688E-001	-5.1192534E-001	-7.0155133E-004	1.000000000000000E+000	13	3.5914189E-007
2	0	0	1	0	8.299999790324364E-002	-5.1196700E-001	-5.1234508E-001	-4.4325477E-004	1.000000000000000E+000	13	2.2709941E-007
2	0	0	0	0	8.399999787798151E-002	-5.1236719E-001	-5.1276481E-001	-6.1948178E-004	1.000000000000000E+000	13	3.1764847E-007
2	0	0	1	0	8.499999785271939E-002	-5.1256722E-001	-5.1291746E-001	-4.7888188E-004	1.000000000000000E+000	13	2.4562686E-007
2	0	0	0	0	8.599999782745726E-002	-5.1286733E-001	-5.1343262E-001	-4.6552171E-004	1.000000000000000E+000	13	2.3901404E-007
2	0	0	1	0	8.699999780219514E-002	-5.1296741E-001	-5.1339442E-001	-5.0496607E-004	1.000000000000000E+000	13	2.5924675E-007
2	0	0	0	0	8.799999777693301E-002	-5.1296741E-001	-5.1360428E-001	-1.7859625E-004	1.000000000000000E+000	13	9.1727799E-008
2	0	0	1	0	8.899999775167089E-002	-5.1296741E-001	-5.1335627E-001	-8.7619883E-005	1.000000000000000E+000	13	4.4980215E-008
2	0	0	0	0	8.999999772640876E-002	-5.1286733E-001	-5.1326090E-001	-1.0639871E-005	1.000000000000000E+000	13	5.4610299E-009
2	1	0	1	0	9.099999770114664E-002	-5.1266730E-001	-5.1314640E-001	9.1151873E-005	1.000000000000000E+000	13	-4.6774254E-008
2	1	0	0	0	9.199999767588452E-002	-5.1246721E-001	-5.1280296E-001	1.8340065E-004	1.000000000000000E+000	13	-9.4048396E-008
2	1	0	1	0	9.299999765062239E-002	-5.1206708E-001	-5.1261216E-001	4.5251258E-004	1.000000000000000E+000	13	-2.3196345E-007
2	1	0	0	0	9.399999762536027E-002	-5.1176697E-001	-5.1198256E-001	3.1064032E-004	1.000000000000000E+000	13	-1.5904243E-007
2	1	0	1	0	9.499999760009814E-002	-5.1126677E-001	-5.1173455E-001	6.6245807E-004	1.000000000000000E+000	13	-3.3900267E-007
2	1	0	0	0	9.599999757483602E-002	-5.1076657E-001	-5.1112401E-001	5.4539752E-004	1.000000000000000E+000	13	-2.7876578E-007
2	1	0	1	0	9.699999754957389E-002	-5.1026642E-001	-5.1062793E-001	6.4273598E-004	1.000000000000000E+000	13	-3.2819895E-007
2	1	0	0	0	9.799999752431177E-002	-5.0976622E-001	-5.1017004E-001	5.9629342E-004	1.000000000000000E+000	13	-3.0421103E-007
2	1	0	1	0	9.899999749904964E-002	-5.0916600E-001	-5.0955951E-001	7.8079093E-004	1.000000000000000E+000	13	-3.9785945E-007
2	1	0	0	0	9.999999747378752E-002	-5.0856578E-001	-5.0904435E-001	9.1502891E-004	1.000000000000000E+000	13	-4.6579029E-007
2	1	0	1	0	1.009999974485254E-001	-5.0806558E-001	-5.0839567E-001	6.1537942E-004	1.000000000000000E+000	13	-3.1285623E-007
2	1	0	0	0	1.019999974232633E-001	-5.0746536E-001	-5.0788051E-001	5.7784363E-004	1.000000000000000E+000	13	-2.9347552E-007
2	1	0	1	0	1.029999973980011E-001	-5.0696522E-001	-5.0723183E-001	6.7709066E-004	1.000000000000000E+000	13	-3.4344194E-007
2	1	0	0	0	1.039999973727390E-001	-5.0636500E-001	-5.0664032E-001	6.8281643E-004	1.000000000000000E+000	13	-3.4594234E-007
2	1	0	1	0	1.049999973474769E-001	-5.0596482E-001	-5.0627786E-001	4.4996780E-004	1.000000000000000E+000	13	-2.2780874E-007
2	1	0	0	0	1.059999973222148E-001	-5.0546467E-001	-5.0580084E-001	6.9108699E-004	1.000000000000000E+000	13	-3.4955238E-007
2	1	0	1	0	1.069999972969526E-001	-5.0506449E-001	-5.0545740E-001	7.4643624E-004	1.000000000000000E+000	13	-3.7729171E-007
2	1	0	0	0	1.079999972716905E-001	-5.0476438E-001	-5.0517124E-001	3.9207377E-004	1.000000000000000E+000	13	-1.9806438E-007
2	1	0	1	0	1.089999972464284E-001	-5.0456434E-001	-5.0494230E-001	4.6460039E-004	1.000000000000000E+000	13	-2.3459638E-007
2	1	0	0	0	1.099999972211663E-001	-5.0436425E-001	-5.0473243E-001	4.0734251E-004	1.000000000000000E+000	13	-2.0559898E-007
2	1	0	1	0	1.109999971959041E-001	-5.0426424E-001	-5.0459886E-001	1.0069485E-004	1.000000000000000E+000	13	-5.0810506E-008
2	1	0	0	0	1.119999971706420E-001	-5.0426424E-001	-5.0475150E-001	1.4171869E-005	1.000000000000000E+000	13	-7.1532722E-009
2	1	0	1	0	1.129999971453799E-001	-5.0426424E-001	-5.0473243E-001	7.6519318E-005	1.000000000000000E+000	13	-3.8621781E-008
2	0	0	0	0	1.139999971201178E-001	-5.0436425E-001	-5.0469422E-001	-7.8713099E-005	1.000000000000000E+000	13	3.9726046E-008
2	0	0	1	0	1.149999970948556E-001	-5.0456434E-001	-5.0498044E-001	-2.9247574E-004	1.000000000000000E+000	13	1.4769454E-007
2	0	0	0	0	1.159999970695935E-001	-5.0486445E-001	-5.0543833E-001	-3.7963493E-004	1.000000000000000E+000	13	1.9188205E-007
2	0	0	1	0	1.169999970443314E-001	-5.0526458E-001	-5.0562912E-001	-5.3677591E-004	1.000000000000000E+000	13	2.7140953E-007
2	0	0	0	0	1.179999970190693E-001	-5.0566471E-001	-5.0618243E-001	-6.6592416E-004	1.000000000000000E+000	13	3.3707911E-007
2	0	0	1	0	1.189999969938071E-001	-5.0616491E-001	-5.0662124E-001	-6.3856767E-004	1.000000000000000E+000	13	3.2351196E-007
2	0	0	0	0	1.199999969685450E-001	-5.0666511E-001	-5.0711733E-001	-7.0727716E-004	1.000000000000000E+000	13	3.5867251E-007
2	0	0	1	0	1.209999969432829E-001	-5.0726533E-001	-5.0768971E-001	-1.0381003E-003	1.000000000000000E+000	13	5.2703285E-007
2	0	0	0	0	1.219999969180208E-001	-5.0786555E-001	-5.0824302E-001	-1.0272849E-003	1.000000000000000E+000	13	5.2211038E-007
2	0	0	1	0	1.229999968927586E-001	-5.0846577E-001	-5.0885355E-001	-7.1236672E-004	1.000000000000000E+000	13	3.6249034E-007
2	0	0	0	0	1.239999968674965E-001	-5.0916600E-001	-5.0952131E-001	-9.5793931E-004	1.000000000000000E+000	13	4.8809051E-007
2	0	0	1	0	1.249999968422344E-001	-5.0986624E-001	-5.1036084E-001	-1.0419175E-003	1.000000000000000E+000	13	5.3175387E-007
2	0	0	0	0	1.259999968169723E-001	-5.1056653E-001	-5.1097137E-001	-8.8159542E-004	1.000000000000000E+000	13	4.5047003E-007
2	0	0	1	0	1.269999967917101E-001	-5.1116675E-001	-5.1184899E-001	-7.9634483E-004	1.000000000000000E+000	13	4.0760830E-007
2	0	0	0	0	1.279999967664480E-001	-5.1186699E-001	-5.1232600E-001	-1.0419175E-003	1.000000000000000E+000	13	5.3380143E-007
2	0	0	1	0	1.289999967411859E-001	-5.1246721E-001	-5.1287931E-001	-8.2751864E-004	1.000000000000000E+000	13	4.2441718E-007
2	0	0	0	0	1.299999967159238E-001	-5.1306742E-001	-5.1347077E-001	-8.5360272E-004	1.000000000000000E+000	13	4.3830005E-007
2	0	0	1	0	1.309999966906616E-001	-5.1356763E-001	-5.1404315E-001	-7.2254590E-004	1.000000000000000E+000	13	3.7141976E-007
2	0	0	0	0	1.319999966653995E-001	-5.1406777E-001	-5.1457739E-001	-7.8616571E-004	1.000000000000000E+000	13	4.0454310E-007
2	0	0	1	0	1.329999966401374E-001	-5.1446795E-001	-5.1499712E-001	-3.6309380E-004	1.000000000000000E+000	13	1.8699227E-007
2	0	0	0	0	1.339999966148753E-001	-5.1486808E-001	-5.1532143E-001	-5.8894424E-004	1.000000000000000E+000	13	3.0349560E-007
2	0	0	1	0	1.349999965896131E-001	-5.1506817E-001	-5.1566488E-001	-4.1080869E-004	1.000000000000000E+000	13	2.1183961E-007
2	0	0	0	0	1.359999965643510E-001	-5.1526821E-001	-5.1564580E-001	-2.1295097E-004	1.000000000000000E+000	13	1.0980727E-007
2	0	0	1	0	1.369999965390889E-001	-5.1546830E-001	-5.1587474E-001	-3.8790554E-004	1.000000000000000E+000	13	2.0011068E-007
2	0	0	0	0	1.379999965138268E-001	-5.1546830E-001	-5.1602739E-001	-1.1561260E-004	1.000000000000000E+000	13	5.9659271E-008
2	0	0	1	0	1.389999964885646E-001	-5.1546830E-001	-5.1585567E-001	-9.4618059E-005	1.000000000000000E+000	13	4.8809262E-008
2	1	0	0	0	1.399999964633025E-001	-5.1536828E-001	-5.1589382E-001	6.3159147E-005	1.000000000000000E+000	13	-3.2583412E-008
2	1	0	1	0	1.409999964380404E-001	-5.1516819E-001	-5.1539779E-001	7.5246920E-005	1.000000000000000E+000	13	-3.8782098E-008
2	1	0	0	0	1.419999964127783E-001	-5.1496810E-001	-5.1545501E-001	1.9866941E-004	1.000000000000000E+000	13	-1.0240515E-007
2	1	0	1	0	1.429999963875161E-001	-5.1456797E-001	-5.1503527E-001	3.4308646E-004	1.000000000000000E+000	13	-1.7670163E-007
2	1	0	0	0	1.439999963622540E-001	-5.1426786E-001	-5.1469183E-001	3.5135704E-004	1.000000000000000E+000	13	-1.8084060E-007
2	1	0	1	0	1.449999963369919E-001	-5.1376766E-001	-5.1419580E-001	6.1347079E-004	1.000000000000000E+000	13	-3.1544411E-007
2	1	0	0	0	1.459999963117298E-001	-5.1326752E-001	-5.1362342E-001	5.4348895E-004	1.000000000000000E+000	13	-2.7914865E-007
2	1	0	1	0	1.469999962864676E-001	-5.1276731E-001	-5.1322275E-001	6.1347079E-004	1.000000000000000E+000	13	-3.1484717E-007
2	1	0	0	0	1.479999962612055E-001	-5.1226711E-001	-5.1276481E-001	6.1028980E-004	1.000000000000000E+000	13	-3.1293513E-007
2	1	0	1	0	1.489999962359434E-001	-5.1166689E-001	-5.1186812E-001	7.9796836E-004	1.000000000000000E+000	13	-4.0845455E-007
2	1	0	0	0	1.499999962106813E-001	-5.1106668E-001	-5.1158190E-001	9.3411480E-004	1.000000000000000E+000	13	-4.7787620E-007
2	1	0	1	0	1.509999961854192E-001	-5.1056653E-001	-5.1104766E-001	6.6691148E-004	1.000000000000000E+000	13	-3.4082356E-007
2	1	0	0	0	1.519999961601570E-001	-5.0996631E-001	-5.1036084E-001	5.7466270E-004	1.000000000000000E+000	13	-2.9328532E-007
2	1	0	1	0	1.529999961348949E-001	-5.0936610E-001	-5.0975031E-001	9.2584424E-004	1.000000000000000E+000	13	-4.7194939E-007
2	1	0	0	0	1.539999961096328E-001	-5.0886589E-001	-5.0925422E-001	6.7454582E-004	1.000000000000000E+000	13	-3.4351530E-007
2	1	0	1	0	1.549999960843707E-001	-5.0846577E-001	-5.0881541E-001	4.4869541E-004	1.000000000000000E+000	13	-2.2830314E-007
2	1	0	0	0	1.559999960591085E-001	-5.0796556E-001	-5.0839567E-001	7.0826436E-004	1.000000000000000E+000	13	-3.6007853E-007
2	1	0	1	0	1.569999960338464E-001	-5.0756544E-001	-5.0805223E-001	7.3180371E-004	1.000000000000000E+000	13	-3.7179450E-007
2	1	0	0	0	1.579999960085843E-001	-5.0726533E-001	-5.0765157E-001	4.4360579E-004	1.000000000000000E+000	13	-2.2519717E-007
2	1	0	1	0	1.589999959833222E-001	-5.0706524E-001	-5.0738442E-001	3.6789820E-004	1.000000000000000E+000	13	-1.8666582E-007
2	1	0	0	0	1.599999959580600E-001	-5.0686514E-001	-5.0723183E-001	1.2614280E-004	1.000000000000000E+000	13	-6.3983641E-008
2	1	0	1	0	1.609999959327979E-001	-5.0676513E-001	-5.0706011E-001	5.4888569E-005	1.000000000000000E+000	13	-2.7831804E-008
2	1	0	0	0	1.619999959075358E-001	-5.0676513E-001	-5.0719362E-001	3.9926936E-006	1.000000000000000E+000	13	-2.0250688E-009
2	1	0	1	0	1.629999958822737E-001	-5.0676513E-001	-5.0706011E-001	7.9700301E-005	1.000000000000000E+000	13	-4.0412843E-008
2	0	0	0	0	1.639999958570115E-001	-5.0686514E-001	-5.0742263E-001	-5.8354752E-005	1.000000000000000E+000	13	2.9610522E-008
2	0	0	1	0	1.649999958317494E-001	-5.0706524E-001	-5.0772786E-001	-2.7084502E-004	1.000000000000000E+000	13	1.3751556E-007
2	0	0	0	0	1.659999958064873E-001	-5.0736535E-001	-5.0788051E-001	-3.6563858E-004	1.000000000000000E+000	13	1.8570071E-007
2	0	0	1	0	1.669999957812252E-001	-5.0776547E-001	-5.0818574E-001	-6.2520750E-004	1.000000000000000E+000	13	3.1772154E-007
2	0	0	0	0	1.679999957559630E-001	-5.0816566E-001	-5.0856733E-001	-6.8246538E-004	1.000000000000000E+000	13	3.4707961E-007
2	0	0	1	0	1.689999957307009E-001	-5.0866580E-001	-5.0912064E-001	-5.7812879E-004	1.000000000000000E+000	13	2.9433730E-007
2	0	0	0	0	1.699999957054388E-001	-5.0916600E-001	-5.0955951E-001	-7.0218754E-004	1.000000000000000E+000	13	3.5780633E-007
2	0	0	1	0	1.709999956801767E-001	-5.0976622E-001	-5.1022726E-001	-9.8465965E-004	1.000000000000000E+000	13	5.0240021E-007
2	0	0	0	0	1.719999956549145E-001	-5.1036644E-001	-5.1093322E-001	-1.0648206E-003	1.000000000000000E+000	13	5.4405223E-007
2	0	0	1	0	1.729999956296524E-001	-5.1096666E-001	-5.1146740E-001	-7.1109430E-004	1.000000000000000E+000	13	3.6370156E-007
2	0	0	0	0	1.739999956043903E-001	-5.1166689E-001	-5.1202071E-001	-1.0018371E-003	1.000000000000000E+000	13	5.1296132E-007
2	0	0	1	0	1.749999955791282E-001	-5.1236719E-001	-5.1297468E-001	-9.8147860E-004	1.000000000000000E+000	13	5.0347364E-007
2	0	0	0	0	1.759999955538660E-001	-5.1306742E-001	-5.1358521E-001	-9.3694474E-004	1.000000000000000E+000	13	4.8120097E-007
2	0	0	1	0	1.769999955286039E-001	-5.1366764E-001	-5.1410037E-001	-9.0449856E-004	1.000000000000000E+000	13	4.6500304E-007
2	0	0	0	0	1.779999955033418E-001	-5.1436788E-001	-5.1480633E-001	-1.0272849E-003	1.000000000000000E+000	13	5.2885275E-007
2	0	0	1	0	1.789999954780797E-001	-5.1496810E-001	-5.1543593E-001	-9.1595022E-004	1.000000000000000E+000	13	4.7211367E-007
2	0	0	0	0	1.799999954528175E-001	-5.1556832E-001	-5.1610368E-001	-8.9177460E-004	1.000000000000000E+000	13	4.6024815E-007
2	0	0	1	0	1.809999954275554E-001	-5.1606852E-001	-5.1652348E-001	-7.9316384E-004	1.000000000000000E+000	13	4.0968774E-007
2	0	0	0	0	1.819999954022933E-001	-5.1656872E-001	-5.1688594E-001	-7.2381826E-004	1.000000000000000E+000	13	3.7413147E-007
2	0	0	1	0	1.829999953770312E-001	-5.1696885E-001	-5.1732481E-001	-6.5256405E-004	1.000000000000000E+000	13	3.3758758E-007
2	0	0	0	0	1.839999953517690E-001	-5.1736897E-001	-5.1778269E-001	-6.2647992E-004	1.000000000000000E+000	13	3.2438047E-007
2	0	0	1	0	1.849999953265069E-001	-5.1756907E-001	-5.1801163E-001	-4.4643573E-004	1.000000000000000E+000	13	2.3125889E-007
2	0	0	0	0	1.859999953012448E-001	-5.1776916E-001	-5.1827878E-001	-2.3330930E-004	1.000000000000000E+000	13	1.2091925E-007
2	0	0	1	0	1.869999952759827E-001	-5.1796919E-001	-5.1833600E-001	-3.4019063E-004	1.000000000000000E+000	13	1.7633305E-007
2	0	0	0	0	1.879999952507205E-001	-5.1796919E-001	-5.1843137E-001	-1.6841707E-004	1.000000000000000E+000	13	8.7312692E-008
2	0	0	1	0	1.889999952254584E-001	-5.1796919E-001	-5.1833600E-001	-1.2833659E-004	1.000000000000000E+000	13	6.6521473E-008
2	1	0	0	0	1.899999952001963E-001	-5.1786917E-001	-5.1827878E-001	5.1707579E-005	1.000000000000000E+000	13	-2.6798940E-008
